"Group UID","Group ID","Group Name","Companies House Number","Group Type (code)","Group Type","Closed Date","Group Status (code)","Group Status","Group Contact Street","Group Contact Locality","Group Contact Address 3","Group Contact Town","Group Contact County","Group Contact Postcode","Head of Group Title","Head of Group First Name","Head of Group Last Name"
"1952","","The Wath Community Co-operative Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1953","","Cornfield, Oak Grove and Palatine Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1954","","The Lantern Learning Trust (Inner North West Leeds)","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1955","","Co-op The Priesthorpe Co-operative Learning Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1956","","Hornsea Burton and Skipsea Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Mrs","Carole","Shiels"
"1957","","Eden Academy Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1958","","Stranton Academy Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1959","","0","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1960","","Calstock Community Primary School and Stoke Climsland School Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1961","","Exeter Learning Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1962","","Aireborough Learning Partnership","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1963","","The Acorn Learning Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1964","","Dartmoor Co-operative Learning Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1965","","Brentwood Community Learning Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1966","","Trust Norfolk","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1967","","Smile Learning Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1968","","Halfway Junior / Shortbrook Primary Schools Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1969","","Federation of Earlswood Schools","","01","Federation","","OPEN","Open","","","","","Not recorded","","Headteacher","Julie","Chandler"
"1970","","Marlbrook Teaching School Alliance","","01","Federation","","OPEN","Open","","","","","Not recorded","","Miss","Tracey","Kneale CBE"
"1971","","Federation of St Peter's Elwick and Hart Primary Schools","","01","Federation","","OPEN","Open","","","","","Not recorded","","Mrs","Jo","Heaton"
"1973","","Ashington Learning Partnership","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1974","","Federation of Farnham & Rickling C of E","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1975","","Island Innovations Trust (IIT)","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1976","","The Beis Ruchel Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1979","","The TLC Nursery Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1980","","Towers Schools (Towers Junior School and Towers Infant School)","","01","Federation","","OPEN","Open","","","","","Not recorded","","Mrs","Janet","Lobley"
"1981","","Croscombe and Stoke St Michael Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1983","","Rothwell Victoria Primary Learning Partnership","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1984","","Forster Park and Rangefield Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","Michelle","Fenniche"
"1986","","Ladysmith Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1987","","Lidget Green Community Co-operative Learning Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1988","","The Beacon Co-operative Leraning Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1990","","Calder Learning Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1991","","Education Through Enterprise Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1992","","The Pilgrim Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1993","","Marlpool Federation of Schools","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1996","","Wharfe Valley Learning Partnership","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1997","","Bayonne and James Lee Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1998","","The Norwich Co-operative Learning Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1999","","Willow Schools Co-operative Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"2000","","Three Valleys Learning Partnership","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"2001","","Aspire Cooperative Learning Trust (change of trust name)","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"2003","","Aspire Cooperative Learning Trust (change of trust name)","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"2005","","The Great Oaks Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Mrs","Sarah","Paul"
"2006","","St Joseph's Camberwell Catholic Schools' Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Ms","Anita","Gallagher"
"2007","","Crofton Anne Dale Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"2008","","Loughborough Federation of Schools","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"2009","","The Federation of Nettlestone Primary and Newchurch Primary School","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"2011","","Minster Spires Co-operative Learning Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"2012","","The Honley Co-operative Learning Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"2013","","The Endeavour Co-operative Learning Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"2014","","Gosforth Schools' Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"2015","","Outer West Learning Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"2016","","The Leek Federation Learning Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"2017","","The Ouse Valley Partnership","","01","Federation","","OPEN","Open","","","","","Not recorded","","Mrs","Kathryn","Crompton"
"2019","","Hanbury's Farm Primary and Oakhill Primary Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Headteacher","Peter","Hollis"
"2020","","All Saints, St. Andrew's and Hapton Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Mrs","Maxine","McGarr"
"2025","","Federation of Canford Heath First & Middle Schools","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"2027","","The Green Leek Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"2028","","Carlisle Infant and Hampton Hill Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"2029","","Bramford and Somersham Primary School Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Mr","Simon","Rance"
"2030","","The Woodlands Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"2031","","Shelton & Southill Schools Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Mrs","Susan","Welbourn"
"2032","","The Lewes Co-operative Learning Partnership","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"2034","","The Bletchley Catholic Schools' Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Mr","Robert","Mundy"
"2035","","Horizons Learning Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Mrs","Rebecca","Ford"
"2036","","Hundon and Thurlow Primary Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Mrs","Sharon","FitzGerald"
"2039","","The Federation of Fairfield and Colneis","","01","Federation","","OPEN","Open","","","","","Not recorded","","Mr","Keith","Rimmer"
"2040","","Innsworth Schools' Partnership","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"2041","","The North Wolds Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"2043","SP01153","Abbey Multi Academy Trust","","05","School sponsor","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"2044","TR00261","Abbey Academies Trust","07318714","06","Multi-academy trust","","OPEN","Open","","","","","Not recorded","","Not-applicable","",""
"2045","TR00001","Abbey College, Ramsey","07740516","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"2046","TR00002","Abbey Multi Academy Trust","07705552","06","Multi-academy trust","","OPEN","Open","","","","","Not recorded","","Not-applicable","",""
"2047","TR00003","The Abbey School (Faversham)","07697086","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"2048","TR00004","Abbots Hall Primary Academy","08484553","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"2049","TR00005","Abbs Cross Academy and Arts College","07543181","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"2050","SP00721","Wigston Academies Trust","","05","School sponsor","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"2052","TR00007","Abraham Guest Academy Trust","07820566","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"2053","TR00008","Academies Enterprise Trust","06625091","06","Multi-academy trust","","OPEN","Open","","","","","Not recorded","","Not-applicable","",""
"2054","SP00003","Academies Enterprise Trust (AET)","","05","School sponsor","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"2055","TR00009","The Academy @ Ridgewood Trust","07795736","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"2056","TR00010","Academy @ Worden","08360915","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"2057","TR00011","Academy 360","06269025","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"2058","TR00012","The Academy of Central Bedfordshire","07948348","10","Single-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"2059","TR00013","The Academy of Lincoln Trust","07557670","06","Multi-academy trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
